ID,Job tenure,Age,Car price,Funding amount,Down payment,Loan duration,Monthly payment,Credit event,Married,Homeowner,Default (y),Pred_default (y_hat),PD,Group
911,14,57,20521,12650,1,36,0.07444444444444444,0,1,1,0,0,0.004024566616863012,1
912,19,81,6995,6995,0,24,0.2239130434782609,0,0,1,0,0,0.1457592397928238,0
913,8,48,1501,1598,0,24,0.07171717171717172,0,0,1,0,0,0.02168775908648968,0
914,0,48,6400,4400,0,60,0.01216216216216216,0,1,1,0,0,0.04906477034091949,0
915,0,28,20299,20459,0,96,0.2345454545454546,0,0,0,1,1,0.7424545884132385,0
916,2,50,5700,3830,0,36,0.070625,0,0,0,0,0,0.2418151944875717,0
917,0,18,7995,7995,0,84,0.281578947368421,0,0,0,0,0,0.2728331685066223,0
918,1,22,1775,1820,0,12,0.1033333333333333,0,0,0,0,0,0.3980404138565063,0
919,15,73,14150,5000,1,36,0.07894736842105263,0,1,1,0,0,0.01144976727664471,1
920,0,24,17800,22102,0,60,0.179714091218516,0,1,0,1,1,0.8510472774505615,0
921,17,42,16900,12400,0,48,0.06002400960384154,0,1,1,0,0,0.01250151451677084,1
922,2,41,14990,13552,0,60,0.1325,0,1,1,0,0,0.104653924703598,0
923,32,54,9921,11099,0,48,0.09615384615384616,0,1,1,0,0,0.04014494642615318,1
924,3,35,9550,8825,0,96,0.04584657285519746,0,0,0,1,0,0.3376461565494537,0
925,5,26,16900,18005,0,84,0.11,0,0,1,1,0,0.4129688441753387,0
926,1,57,9500,9500,0,60,0.350844277673546,0,1,1,0,0,0.1685271114110947,0
927,3,59,7500,7850,0,36,0.05634146341463415,0,1,1,0,0,0.07314462959766388,0
928,8,52,17945,17961,0,96,0.1105263157894737,0,1,1,0,0,0.08510415256023407,1
929,7,60,17950,8950,0,72,0.06086956521739131,0,0,1,0,0,0.00896497257053852,0
930,12,44,8030,9770,0,96,0.08880597014925373,0,0,0,0,0,0.1304119229316711,0
931,23,51,13970,7593,0,60,0.07352941176470588,0,0,0,0,0,0.09625815600156784,0
932,11,72,13819,12819,0,72,0.06354679802955665,0,1,0,0,0,0.02642744965851307,1
933,8,68,3870,3579,0,60,0.05945945945945946,0,0,1,0,0,0.0647500529885292,0
934,1,62,10108,8521,1,48,0.1034717494894486,0,0,0,0,0,0.1093110665678978,0
935,9,45,10500,9217,0,60,0.075,0,0,0,0,0,0.1721580922603607,0
936,3,42,4800,5155,0,36,0.08085106382978724,0,1,0,0,0,0.242172509431839,0
937,0,24,19400,19400,0,60,0.1431372549019608,0,1,0,1,0,0.2515957951545715,0
938,4,50,15800,12000,0,60,0.06493506493506493,0,1,1,0,0,0.003325969912111759,0
939,0,47,9590,10374,0,48,0.1420222092343659,0,0,0,1,0,0.3824105262756348,0
940,12,74,14970,9200,0,96,0.07733333333333334,0,1,0,1,0,0.2170730233192444,1
941,12,54,5480,5826,0,24,0.1148955495004541,0,1,1,1,0,0.1008753329515457,1
942,0,20,20000,22677,0,60,0.2307692307692308,0,0,0,1,1,0.972434401512146,0
943,27,46,4114,4423,0,36,0.04135338345864661,0,0,1,0,0,0.04753125831484795,0
944,0,27,10400,11963,0,84,0.07821497120921306,0,1,0,0,0,0.4889837503433228,0
945,6,56,24100,14600,0,48,0.1125,0,1,0,0,0,0.01075883768498898,1
946,7,59,32875,21252,1,60,0.1425,0,1,1,1,0,0.1714679300785065,1
947,1,20,9900,4280,1,36,0.08266666666666667,0,0,0,0,0,0.05982646718621254,0
948,4,69,14450,10830,0,36,0.1153846153846154,0,1,1,0,0,0.008021064102649689,0
949,0,57,6528,7270,0,60,0.1,0,0,1,0,0,0.2396679371595383,0
950,23,44,12490,16216,0,84,0.06068232662192394,0,1,0,0,0,0.2944699823856354,1
951,2,48,8523,8675,0,12,0.0117,0,1,1,0,0,0.02132041938602924,0
952,9,70,14590,8825,1,60,0.1472727272727273,0,1,0,0,0,0.08081525564193726,1
953,3,59,16940,10940,0,60,0.03636363636363636,0,1,1,0,0,0.00570047227665782,0
954,19,57,11000,8428,0,48,0.1397379912663755,0,1,0,0,0,0.00968944188207388,1
955,3,29,5990,6871,0,60,0.07,0,0,0,1,0,0.3016805648803711,0
956,7,59,9790,7000,0,48,0.07037037037037037,0,0,1,0,0,0.09005094319581985,0
957,1,32,22077,24308,0,72,0.1204414587332054,0,0,0,1,1,0.6009899377822876,0
958,20,53,26980,24203,0,60,0.1383333333333333,0,1,1,0,0,0.07082018256187439,1
959,26,55,17999,14120,0,72,0.1024242424242424,0,1,0,0,0,0.05678099021315575,1
960,21,57,7361,3861,0,12,0.1566666666666667,0,1,1,0,0,0.003621019655838609,1
961,21,54,12628,14237,0,96,0.0865,0,1,1,0,0,0.2278071194887161,1
962,16,46,21269,22061,0,60,0.1120833333333333,0,0,0,0,0,0.4232368767261505,0
963,1,26,6500,4000,0,36,0.1026086956521739,0,0,1,0,0,0.1129297763109207,0
964,1,38,6500,6980,0,36,0.09363636363636364,0,0,0,0,0,0.3128637671470642,0
965,20,37,15000,16687,0,96,0.1103565365025467,0,1,1,0,0,0.267021119594574,1
966,26,42,15250,7625,0,24,0.1272,0,1,0,0,0,0.008147496730089188,1
967,9,45,12689,15195,1,72,0.07466666666666667,0,1,1,0,0,0.3174148201942444,1
968,41,59,9690,7635,0,60,0.04441498176997017,0,1,1,0,0,0.03934091702103615,1
969,2,28,17045,14496,0,60,0.1131639722863741,0,0,0,1,0,0.2245924770832062,0
970,0,20,15300,18662,0,96,0.1337719298245614,0,1,0,1,1,0.7175305485725403,0
971,23,40,13970,13970,0,96,0.05414012738853503,0,1,0,0,0,0.304675817489624,1
972,7,24,8200,6050,0,72,0.07692307692307693,0,0,0,0,0,0.04384679719805717,0
973,8,57,11800,5800,1,60,0.0448,0,1,1,0,0,0.01553470641374588,1
974,7,46,23500,22500,0,60,0.04847696879643388,0,1,1,0,0,0.05353955179452896,1
975,31,47,18990,10990,0,48,0.07665615141955837,0,1,1,0,0,0.01340806763619184,1
976,4,69,13990,12853,0,72,0.1141274238227147,0,0,0,0,0,0.2107744216918945,0
977,15,38,27790,21790,0,96,0.15,0,0,1,0,0,0.04279499500989914,0
978,6,24,12025,18473,0,96,0.1723076923076923,0,0,0,0,0,0.2190601080656052,0
979,7,67,12200,12200,0,60,0.1328976034858388,0,1,1,0,0,0.2455158233642578,1
980,2,53,18790,10542,0,48,0.1033259423503326,0,1,0,0,0,0.03708628192543983,0
981,32,60,8307,8745,0,48,0.1135294117647059,0,1,0,0,0,0.09496936947107315,1
982,4,37,1643,1643,0,8,0.07044917257683216,0,0,0,1,0,0.2698041200637817,0
983,4,36,17140,15940,0,48,0.1238683127572016,0,1,1,0,0,0.126924604177475,0
984,4,47,18000,13249,0,84,0.0920568122041031,0,1,0,0,0,0.01469969563186169,0
985,26,50,19990,11990,0,60,0.086,0,1,1,0,0,0.01983798481523991,1
986,24,56,13000,13880,0,72,0.09045454545454545,0,0,0,0,0,0.333707183599472,0
987,7,25,9250,9348,0,72,0.0432,0,1,1,0,0,0.04361997917294502,1
988,26,63,5500,5500,0,24,0.2295238095238095,0,1,1,0,0,0.1091742515563965,1
989,17,39,8777,8777,0,60,0.09230769230769231,0,0,0,0,0,0.03545570001006126,0
990,0,50,15200,7220,1,48,0.1076923076923077,0,0,1,0,0,0.008357362821698189,0
991,2,59,8700,9259,0,72,0.04125,0,0,0,1,1,0.6105086207389832,0
992,10,42,11290,6527,0,60,0.07481751824817519,0,1,1,0,0,0.06828925013542175,1
993,0,19,21990,20290,0,72,0.2215909090909091,0,0,0,0,1,0.533552348613739,0
994,27,55,29400,18800,0,96,0.1294444444444444,0,0,0,0,0,0.02909921482205391,0
995,4,62,9300,6869,0,60,0.1038297872340426,0,0,0,0,0,0.1267009824514389,0
996,0,29,16500,15250,0,48,0.1718918918918919,0,1,0,0,0,0.2017126083374023,0
997,37,57,15790,14590,0,72,0.0704,1,1,1,1,0,0.4272280037403107,0
998,5,44,22229,24339,0,72,0.1259259259259259,0,0,0,0,0,0.09895534068346024,0
999,1,39,25260,23260,0,84,0.2541390728476821,0,1,0,0,1,0.5851681232452393,0
1000,2,53,9690,10588,0,72,0.08702702702702703,0,1,0,0,0,0.2199548482894897,0
1001,3,34,13700,13476,0,60,0.08916666666666667,0,0,1,0,0,0.1164777427911758,0
1002,3,56,16490,13000,0,60,0.08368421052631579,0,1,1,0,0,0.01754876971244812,0
1003,24,53,25530,16420,1,24,0.07142857142857142,0,0,0,0,0,0.00687729986384511,0
1004,4,21,18860,18990,0,96,0.1541935483870968,0,0,0,1,1,0.6417855024337769,0
1005,8,45,7757,7757,0,36,0.08622262773722628,0,0,0,0,0,0.05316441506147385,0
1006,5,32,8450,8184,0,72,0.07197802197802197,0,0,0,1,0,0.2603725790977478,0
1007,0,47,8564,9626,0,84,0.0655,0,0,0,1,0,0.3531404435634613,0
1008,9,27,14084,14084,0,96,0.114441416893733,0,0,0,0,0,0.1612606197595596,0
1009,4,50,11447,11447,0,24,0.05,0,1,1,0,0,0.01800393871963024,0
1010,10,58,24500,16329,0,48,0.1133333333333333,0,1,0,0,0,0.01662375405430794,1
1011,12,57,8490,7721,0,48,0.06,0,1,1,1,0,0.120524138212204,1
1012,0,29,13115,14272,0,96,0.1174325309992706,0,0,0,0,0,0.3864292502403259,0
1013,9,74,14150,10727,0,60,0.09090909090909091,0,1,1,0,0,0.05111224204301834,1
1014,16,53,7211,7211,0,48,0.07659774436090226,0,0,0,0,0,0.05643853917717934,0
1015,0,43,6180,5628,0,60,0.0824,0,0,0,1,1,0.7911242246627808,0
1016,20,49,14170,13814,0,96,0.1114285714285714,0,0,0,0,0,0.1637238264083862,0
1017,26,54,14390,4977,1,24,0.06870967741935484,0,0,0,1,0,0.0661684051156044,0
1018,1,20,19900,10500,0,48,0.06944444444444445,0,0,0,0,0,0.01825815439224243,0
1019,1,22,15885,17642,0,72,0.1633333333333333,0,0,0,1,1,0.6609137654304504,0
1020,1,32,25990,26757,0,60,0.1465608465608466,0,1,0,0,0,0.2047365605831146,0
1021,1,25,12500,12650,0,60,0.1252631578947369,0,0,0,0,0,0.2672048211097717,0
1022,0,21,10990,12732,0,72,0.1266666666666667,0,0,0,1,1,0.6062136888504028,0
1023,4,56,13500,7327,1,36,0.18,0,0,1,0,0,0.04840942844748497,0
1024,0,42,12290,8790,0,48,0.04714285714285715,0,1,0,0,0,0.1132533773779869,0
1025,4,26,20990,22381,0,72,0.1230425055928412,0,0,0,0,0,0.4498253762722015,0
1026,6,71,11990,9490,0,72,0.07407407407407407,0,0,1,0,0,0.02278115600347519,0
1027,0,28,5500,4712,0,24,0.07225806451612904,0,0,0,0,0,0.05864320322871208,0
1028,20,56,29480,27480,0,60,0.1717948717948718,0,1,0,0,0,0.1375725567340851,1
1029,9,39,5057,5518,0,72,0.04226069246435845,1,1,0,0,0,0.374066561460495,0
1030,18,57,4200,4200,0,36,0.04428571428571428,0,0,0,0,0,0.08274099975824356,0
1031,0,18,9900,9900,0,60,0.08642857142857142,0,0,0,1,1,0.7251191139221191,0
1032,0,22,23300,23300,0,72,0.14875,0,0,0,1,1,0.8544416427612305,0
1033,14,47,15490,16800,0,60,0.1305555555555556,0,1,1,0,0,0.07065445929765701,1
1034,19,49,9000,9650,0,36,0.1323809523809524,0,0,0,0,0,0.1057698950171471,0
1035,11,45,9990,7698,0,72,0.05234899328859061,0,0,0,0,0,0.08861055970191956,0
1036,5,65,8990,3990,0,36,0.1063636363636364,0,1,0,0,0,0.01108033396303654,0
1037,2,47,7200,7200,0,96,0.04195121951219512,0,0,0,0,0,0.1704294830560684,0
1038,34,55,31318,27708,1,60,0.125,0,1,0,0,0,0.0738627016544342,1
1039,3,41,7890,8958,0,60,0.096,0,1,0,0,0,0.4526913166046143,0
1040,28,49,4800,5470,0,60,0.03625483984512495,0,1,1,1,0,0.151993528008461,1
1041,5,70,5608,5608,0,48,0.1145454545454545,0,0,0,1,1,0.6487702131271362,0
1042,32,57,5254,5547,0,24,0.14,0,1,1,0,0,0.04802890121936798,1
1043,5,49,11999,11999,0,60,0.1207650273224044,0,1,1,0,0,0.04948719218373299,0
1044,6,28,14500,14500,0,72,0.130533484676504,0,0,0,0,0,0.08469615131616592,0
1045,0,27,3500,3500,0,60,0.05132192846034215,0,0,0,0,0,0.2707798779010773,0
1046,1,38,16000,14353,0,84,0.08042553191489361,0,0,1,0,0,0.1145829558372498,0
1047,10,70,7190,8393,0,60,0.1436363636363636,1,0,0,1,1,0.843925952911377,0
1048,0,50,7990,5827,0,60,0.03057142857142857,0,1,1,0,0,0.0199077557772398,0
1049,32,55,4605,5098,0,36,0.07142857142857142,0,0,0,0,0,0.4404470920562744,0
1050,6,72,11700,7300,0,36,0.0379746835443038,0,1,1,0,0,0.05113176256418228,1
1051,4,32,11160,11898,0,72,0.1005405405405405,0,1,1,0,0,0.204251229763031,0
1052,2,49,8651,10211,0,84,0.086875,0,0,0,0,0,0.2989084422588348,0
1053,4,36,20980,17380,0,60,0.1085481682496608,0,0,0,0,0,0.06150717288255692,0
1054,15,32,3900,4464,0,60,0.05137614678899083,0,0,0,0,0,0.02843841724097729,0
1055,5,44,16490,8990,0,48,0.05704697986577181,0,1,1,0,0,0.009857086464762688,0
1056,3,58,5628,4243,0,36,0.06731757451181912,0,0,0,1,0,0.1693625748157501,0
1057,26,50,12850,9750,0,48,0.07875,0,0,1,0,0,0.1942345201969147,0
1058,5,64,5199,5875,0,72,0.07692307692307693,0,1,0,1,0,0.2183414995670319,0
1059,7,39,6780,6780,0,36,0.07615384615384616,0,0,0,0,0,0.1150680482387543,0
1060,0,32,10700,8384,0,60,0.05851851851851852,0,1,1,0,0,0.106171727180481,0
1061,15,46,12950,12950,0,96,0.0737025730484082,0,1,1,0,0,0.02650735154747963,1
1062,1,52,10990,11917,0,60,0.05095238095238095,0,0,1,0,0,0.01943967863917351,0
1063,0,37,13536,6049,1,72,0.07666666666666666,0,0,0,0,0,0.1252797842025757,0
1064,8,34,16690,15558,0,60,0.079,0,0,0,0,0,0.09087234735488892,0
1065,13,57,6900,3400,1,36,0.05555555555555555,0,0,0,0,0,0.06899295002222061,0
1066,29,59,19490,15302,0,48,0.0625,0,1,0,0,0,0.02137032710015774,1
1067,4,56,12120,12753,0,48,0.1116,0,0,0,0,0,0.1251353770494461,0
1068,2,62,25171,19977,0,60,0.1800401203610832,0,0,1,0,0,0.1899560987949371,0
1069,7,50,13600,15494,0,60,0.1005882352941176,0,0,0,0,0,0.1463060081005096,0
1070,0,35,13590,13110,0,60,0.09045419553502694,0,1,1,1,0,0.07886181026697159,0
1071,2,29,11690,14165,0,96,0.1296296296296296,0,0,1,1,0,0.4338302314281464,0
1072,1,24,11590,8736,0,60,0.1350671140939597,0,0,0,0,0,0.2212878465652466,0
1073,19,38,9490,2982,1,36,0.06071428571428571,0,1,0,0,0,0.03412548452615738,1
1074,3,41,12078,12217,0,48,0.06412139011257954,0,1,0,1,0,0.1715904176235199,0
1075,11,28,9970,4563,0,36,0.084375,0,0,0,0,0,0.03913245722651482,0
1076,10,51,9767,9767,0,48,0.1453333333333333,0,0,0,0,0,0.06493387371301651,0
1077,10,52,14200,9179,0,84,0.1096256684491979,0,0,0,1,0,0.2641072273254395,0
1078,28,62,19480,11259,1,36,0.08695652173913043,0,1,0,0,0,0.05226576700806618,1
1079,35,52,19025,9806,1,60,0.07058823529411765,0,0,0,0,0,0.01789333857595921,0
1080,2,34,11715,11840,0,84,0.04394736842105263,0,0,1,0,0,0.04079482331871986,0
1081,0,32,15990,11150,0,84,0.0648,0,1,1,0,0,0.01390611194074154,0
1082,7,35,13450,9450,0,60,0.1353846153846154,0,0,1,0,0,0.04695064201951027,0
1083,1,29,15779,16749,0,48,0.08333333333333333,0,0,0,0,0,0.09919799864292145,0
1084,14,75,4899,4899,0,24,0.7607142857142857,0,1,1,0,0,0.07781796157360077,1
1085,0,63,14500,3400,1,48,0.07777777777777778,0,1,1,0,0,0.00948156975209713,0
1086,7,68,18450,12450,1,36,0.06237006237006237,0,1,1,0,0,0.01104416791349649,1
1087,8,30,10990,6441,0,48,0.082,0,0,1,1,0,0.1191875711083412,0
1088,2,26,10360,10490,0,60,0.06388888888888888,0,0,0,0,0,0.1411668956279755,0
1089,0,42,22000,24804,0,96,0.2238709677419355,0,0,0,1,1,0.6003151535987854,0
1090,5,56,7490,4687,0,36,0.052,0,1,1,0,0,0.007192709017544985,0
1091,4,38,17990,17565,0,60,0.2083333333333333,0,1,0,0,0,0.09549525380134583,0
1092,30,54,12890,9140,0,60,0.05,0,1,1,0,0,0.03506497666239738,1
1093,27,52,17000,12696,0,84,0.05387096774193548,0,1,0,0,0,0.0959215983748436,1
1094,21,40,7100,5319,0,36,0.07929292929292929,0,1,1,0,0,0.05641378462314606,1
1095,0,27,12200,12200,0,60,0.1252918287937743,0,0,0,0,0,0.2179853916168213,0
1096,3,33,5878,5878,0,36,0.2790322580645161,0,1,0,0,0,0.0419183224439621,0
1097,50,70,15990,12990,0,36,0.1178787878787879,0,1,1,0,0,0.02176625654101372,1
1098,2,30,4704,4704,0,36,0.08062645011600927,0,0,0,0,0,0.07809006422758102,0
1099,7,57,12950,13090,0,72,0.1178571428571429,0,1,0,0,0,0.09538614004850388,1
1100,21,54,27450,21750,0,72,0.1345381526104418,0,1,1,0,0,0.02708001062273979,1
1101,21,43,11490,7146,0,24,0.1137037037037037,0,1,1,0,0,0.01391716673970222,1
1102,3,23,21942,21942,0,24,0.145625,0,0,0,0,0,0.1959568709135056,0
1103,30,43,13500,8361,0,36,0.15875,0,0,1,0,0,0.05741705000400543,0
1104,4,28,6560,7140,0,48,0.06666666666666667,0,0,0,0,0,0.08303897827863693,0
1105,0,33,30069,20069,0,72,0.08438818565400844,0,0,0,0,0,0.4470797777175903,0
1106,4,60,5300,5806,0,48,0.1058333333333333,0,1,0,1,0,0.2630999684333801,0
1107,1,51,18747,19537,0,72,0.075,0,1,1,0,0,0.1236947849392891,0
1108,4,23,24950,17950,0,48,0.1515151515151515,0,0,0,0,0,0.05258756130933762,0
1109,1,45,11233,8866,0,48,0.1866666666666667,0,1,1,0,0,0.0409843809902668,0
1110,4,47,14950,12950,0,48,0.1824324324324324,0,1,1,0,0,0.03380516916513443,0
1111,31,59,11940,11940,0,60,0.09538461538461539,0,0,1,0,0,0.2539456188678741,0
1112,6,47,17300,13300,0,48,0.1530612244897959,0,1,1,0,0,0.007656543515622616,1
1113,1,31,12500,7500,0,36,0.1244444444444444,0,1,0,0,0,0.03657287731766701,0
1114,1,48,11835,11501,0,60,0.08303030303030302,0,0,0,0,0,0.1472643613815308,0
1115,10,39,10500,12641,0,96,0.04,0,1,1,1,0,0.1894201636314392,1
1116,3,31,17205,18000,1,72,0.08884758364312267,0,1,1,0,0,0.4579983353614807,0
1117,2,28,7990,5490,0,36,0.1013941698352345,0,0,0,0,0,0.07005717605352402,0
1118,22,59,13900,14621,0,84,0.1072222222222222,0,0,0,1,0,0.276416003704071,0
1119,2,35,12800,11833,0,72,0.1,0,1,0,0,0,0.3204098641872406,0
1120,14,79,7490,2630,1,24,0.114,0,1,0,0,0,0.059487234801054,1
1121,10,54,22500,20067,0,60,0.1325,0,0,0,0,0,0.1494750827550888,0
1122,2,45,19209,21002,0,72,0.1257575757575758,0,0,0,0,0,0.2445148974657059,0
1123,20,47,14950,14680,0,48,0.08333333333333333,0,1,1,0,0,0.04791287332773209,1
1124,2,23,7995,7995,0,96,0.101,0,0,0,0,0,0.1299504190683365,0
1125,13,57,14775,13682,0,72,0.1051282051282051,0,1,0,0,0,0.04015744477510452,1
1126,2,47,16790,16584,0,60,0.1866666666666667,0,1,1,0,0,0.06715516746044159,0
1127,3,69,7855,8097,0,36,0.1587096774193548,0,1,1,0,0,0.03947713226079941,0
1128,2,39,21970,21970,0,96,0.1457894736842105,0,0,0,1,0,0.3847847878932953,0
1129,2,28,7200,7200,0,36,0.1065778517901749,0,0,0,0,0,0.1176548451185226,0
1130,2,66,18198,10798,0,60,0.1038461538461539,0,1,1,0,0,0.00639014970511198,0
1131,15,52,7750,7750,0,84,0.04346153846153846,0,1,1,0,0,0.0213458351790905,1
1132,15,37,10470,8470,1,48,0.08333333333333333,0,0,0,0,0,0.07929893583059311,0
1133,9,51,12655,12655,0,36,0.2229411764705882,0,0,0,0,0,0.1865815669298172,0
1134,1,51,9575,7280,0,60,0.105511811023622,0,0,0,1,0,0.1979107111692429,0
1135,1,59,14990,10990,0,60,0.07706535141800247,0,1,0,0,0,0.02467061392962933,0
1136,1,58,11600,9600,0,24,0.05,0,1,1,0,0,0.02922197803854942,0
1137,6,25,17380,19061,0,72,0.125,0,0,0,0,0,0.0888938158750534,0
1138,3,73,16750,9750,0,36,0.09464882943143813,0,1,1,0,0,0.003605250502005219,0
1139,19,48,9900,11481,0,72,0.0688235294117647,0,0,1,0,0,0.0576295368373394,0
1140,12,34,10480,7572,0,60,0.05478260869565217,0,1,0,0,0,0.04843921214342117,1
1141,15,48,6800,5600,0,36,0.1,0,1,0,0,0,0.03424998745322227,1
1142,23,53,10990,12083,0,60,0.05710909807010634,0,0,0,0,0,0.09591484814882278,0
1143,5,35,10105,11339,0,96,0.09225806451612903,0,0,0,1,0,0.2005653828382492,0
1144,11,40,9190,5335,1,36,0.0705186533212011,0,0,0,0,0,0.2095083743333817,0
1145,27,46,6244,6244,0,36,0.09947368421052631,0,1,1,0,0,0.07994302362203598,1
1146,12,54,4798,3898,0,48,0.102247191011236,0,0,0,0,0,0.05408596247434616,0
1147,6,66,6490,2490,1,24,0.0864,0,0,1,0,0,0.009781303815543652,0
1148,1,23,7990,7000,0,60,0.04333333333333333,0,0,0,0,0,0.2531062066555023,0
1149,1,52,17889,20724,0,72,0.1729910714285714,0,1,0,0,0,0.3511246740818024,0
1150,1,38,10790,4790,1,48,0.054,0,0,1,0,0,0.03323229774832726,0
1151,0,61,6000,3000,0,48,0.04533333333333334,0,1,1,0,0,0.03688956424593925,0
1152,15,60,13980,7522,0,24,0.1666666666666667,0,1,0,0,0,0.008715931326150894,1
1153,1,24,11690,14164,0,60,0.16,0,0,0,0,0,0.3959462642669678,0
1154,0,26,10950,11226,0,96,0.08685714285714285,0,0,0,0,1,0.5689007639884949,0
1155,0,57,14000,9590,0,60,0.1022661243463103,1,1,1,0,0,0.1667127460241318,0
1156,1,42,9900,10677,0,60,0.06981519507186858,0,1,1,0,0,0.3206706047058105,0
1157,20,53,13800,13774,0,96,0.1291666666666667,0,1,1,0,0,0.04177545756101608,1
1158,4,59,12909,12011,0,60,0.1518181818181818,0,0,0,1,1,0.5197893381118774,0
1159,9,40,13990,12002,0,72,0.0757396449704142,0,0,1,0,0,0.02009565755724907,0
1160,0,38,10964,12788,0,72,0.1492307692307692,0,1,0,1,1,0.5948225855827332,0
1161,7,28,14790,11191,0,60,0.0876595744680851,0,1,0,0,0,0.07815041393041611,1
1162,10,48,23940,10704,1,48,0.1128571428571429,0,0,0,0,0,0.01128251384943724,0
1163,0,38,16500,13500,0,60,0.1363395225464191,0,0,0,0,0,0.1516842097043991,0
1164,38,55,18939,17066,0,72,0.09159482758620689,0,1,1,0,0,0.05791686475276947,1
1165,7,63,26000,21500,0,60,0.137104506232023,0,0,0,0,0,0.3388664424419403,0
1166,1,46,11621,13445,0,72,0.1182795698924731,0,0,0,1,1,0.7771885991096497,0
1167,3,23,10490,10490,0,60,0.1641666666666667,0,0,0,0,0,0.2091886699199677,0
1168,0,39,18500,14955,0,96,0.07379912663755459,0,1,0,0,0,0.08548133820295334,0
1169,1,27,17069,20660,0,96,0.1321070234113712,0,0,0,1,1,0.7752927541732788,0
1170,6,51,7480,8852,0,84,0.05318181818181818,0,1,0,0,0,0.3930411338806152,1
1171,4,63,13230,13230,0,36,0.1071428571428571,0,0,1,0,0,0.1827342361211777,0
1172,3,23,21500,24494,0,60,0.2325,0,0,0,1,1,0.8533613085746765,0
1173,7,51,10689,4153,1,24,0.1271428571428571,0,0,1,0,0,0.002283050678670406,0
1174,13,33,12030,10280,0,60,0.06729475100942127,0,1,1,0,0,0.01708950661122799,1
1175,1,35,9500,8800,0,72,0.09642857142857143,0,0,0,0,0,0.343746691942215,0
1176,1,50,6350,6350,0,48,0.08764705882352941,0,1,0,0,0,0.3686046898365021,0
1177,5,51,8536,9490,0,60,0.1329411764705882,0,0,0,0,0,0.3487435579299927,0
1178,0,47,21562,20388,0,60,0.08357709987463435,0,1,1,0,0,0.06026921048760414,0
1179,3,54,13400,3400,1,36,0.07833333333333334,0,0,0,0,0,0.01239041704684496,0
1180,6,28,9623,10394,0,48,0.07966666666666666,0,0,0,0,0,0.07797152549028397,0
1181,24,43,6800,6800,0,60,0.03787878787878788,0,1,1,0,0,0.05472876504063606,1
1182,3,23,15317,11437,0,84,0.09470588235294118,0,0,0,1,0,0.1586058735847473,0
1183,20,46,16950,15676,0,60,0.05685714285714286,0,1,1,0,0,0.09626097232103348,1
1184,0,54,8000,8765,0,72,0.05972101133391456,0,1,1,0,0,0.04265987500548363,0
1185,8,68,18990,12908,0,72,0.1435714285714286,0,1,1,0,0,0.0189384687691927,1
1186,12,37,18300,10708,0,72,0.07461999078765545,0,0,0,0,0,0.02486266195774078,0
1187,0,66,8990,3990,1,48,0.05575757575757576,0,0,0,0,0,0.05110896751284599,0
1188,1,23,15990,10990,0,60,0.06903225806451613,0,0,0,0,0,0.05412526428699493,0
1189,7,50,13500,13677,0,72,0.09562841530054644,0,1,1,0,0,0.03965102136135101,1
1190,5,70,20458,16208,1,60,0.09285714285714286,0,1,1,0,0,0.01466568093746901,0
1191,20,49,18980,17580,0,36,0.1298200514138818,0,0,0,0,0,0.08517687022686005,0
1192,9,46,5925,6399,0,48,0.08166666666666667,0,0,1,0,0,0.0543852373957634,0
1193,16,43,10740,10740,0,72,0.07076663858466722,0,1,1,0,0,0.01819147355854511,1
1194,2,55,7990,6508,0,24,0.09366666666666666,0,0,0,0,0,0.2164998352527618,0
1195,3,67,18400,19841,0,60,0.1376470588235294,0,0,1,1,1,0.8027812242507935,0
1196,6,73,12500,12500,0,84,0.05201958384332925,0,1,1,0,0,0.03030542656779289,1
1197,31,54,25041,18990,1,60,0.07,0,1,1,0,0,0.01184726320207119,1
1198,46,62,13699,14544,0,72,0.05714285714285714,0,1,0,0,0,0.1157936602830887,1
1199,1,45,2380,1927,0,12,0.1261538461538461,0,0,1,1,0,0.05591673403978348,0
1200,28,49,28000,18000,0,60,0.05,0,1,1,0,0,0.01181496307253838,1
1201,9,74,23000,10000,0,36,0.1191666666666667,0,0,0,0,0,0.0425492450594902,0
1202,18,39,14300,5800,1,24,0.05260869565217392,0,1,0,0,0,0.07589639723300934,1
1203,0,33,8700,9362,0,48,0.06029411764705882,0,0,0,1,0,0.381600558757782,0
1204,0,22,8900,8900,0,48,0.1189349112426036,0,0,0,0,0,0.1790576577186584,0
1205,14,77,12850,13792,0,72,0.1927272727272727,0,0,1,0,1,0.5364661812782288,0
1206,6,44,6360,6360,0,36,0.1130952380952381,0,1,1,0,0,0.190157487988472,1
1207,7,46,9590,6843,0,36,0.1031578947368421,0,1,0,0,0,0.02300223894417286,1
1208,7,34,9990,11087,0,84,0.07897435897435898,0,0,0,1,0,0.176645964384079,0
1209,6,44,8190,6471,0,48,0.07708553326293559,0,0,1,0,0,0.1466718316078186,0
1210,0,48,4950,4950,0,24,0.1572463768115942,0,1,1,0,0,0.07376053184270859,0
1211,0,18,10078,11118,0,60,0.08578912901113293,0,0,0,1,1,0.846511721611023,0
1212,7,24,13900,15398,0,96,0.10875,0,1,1,0,0,0.4419346749782562,1
1213,2,27,30061,25061,0,60,0.1310526315789474,0,0,1,0,0,0.2279283702373505,0
